,0
476122,3.60377358491
528536,5.52427184466
899152,5.46017699115
677883,5.42553191489
570309,5.59842519685
237155,4.57246376812
327006,4.67407407407
522824,5.54615384615
463235,5.49473684211
364473,5.50746268657
414522,5.42647058824
277377,5.64772727273
420698,6.42
661566,4.6036036036
314327,5.50561797753
898179,4.60563380282
926115,4.50793650794
150949,5.54621848739
472002,5.58474576271
416494,5.31623931624
673950,6.58267716535
646289,5.56910569106
874663,4.57462686567
236930,4.60294117647
427478,6.424
935768,6.53846153846
674331,5.47096774194
125922,5.35849056604
155393,4.5
570668,5.48031496063
174577,5.40789473684
598016,4.52475247525
150959,5.50458715596
155643,4.45070422535
581019,5.51879699248
223763,5.39880952381
305351,5.38582677165
893983,6.37719298246
97959,4.54
420974,6.48113207547
180107,4.59375
175705,5.46540880503
791603,5.52173913043
354761,4.61052631579
362401,5.56666666667
464514,5.60784313725
268900,3.59689922481
663933,5.57303370787
606898,4.435
525662,6.50537634409
199406,4.58620689655
232993,5.47530864198
179167,4.54189944134
465267,5.43529411765
221269,5.38942307692
778921,7.4880952381
849540,5.54464285714
198381,4.53888888889
379734,5.64166666667
249385,4.44936708861
222068,5.54
243020,4.56
305321,4.57723577236
175379,4.65714285714
134508,5.34437086093
946025,4.57894736842
701275,5.59550561798
236498,4.57534246575
362451,6.40740740741
179605,5.46820809249
699466,5.45333333333
797883,4.484375
756352,5.57324840764
811722,4.64705882353
239658,5.37195121951
558059,4.64150943396
121121,5.44262295082
663971,6.51724137931
325063,4.61688311688
416789,5.5701754386
643132,5.5761589404
755878,6.48039215686
461454,5.40170940171
364381,5.4
334048,5.50833333333
250548,5.63779527559
880064,5.59574468085
705510,6.38805970149
632917,4.6013986014
108601,5.47101449275
818683,5.54054054054
414171,4.68345323741
731066,4.57657657658
188525,5.33333333333
738662,4.41758241758
140781,4.46721311475
601008,5.53614457831
824657,4.57471264368
711266,4.51470588235
466685,5.44230769231
236786,6.43548387097
823751,5.51724137931
699082,5.484375
449898,5.53107344633
403112,3.59459459459
279434,5.63694267516
440330,5.41481481481
344000,5.53741496599
669889,5.43661971831
652562,4.57142857143
222064,4.52155172414
518501,6.42608695652
467364,4.59166666667
108523,5.56209150327
220441,5.49545454545
364541,6.42857142857
467001,4.65789473684
312498,5.39814814815
405827,5.56790123457
637979,5.58163265306
863378,4.49484536082
278812,4.61904761905
397359,4.71698113208
631992,4.43113772455
343630,3.51063829787
858002,5.44378698225
305079,4.5546875
294390,5.46327683616
686237,3.58108108108
92405,6.48170731707
219972,4.56578947368
811357,4.50393700787
348815,5.40397350993
479952,4.40441176471
466317,5.47058823529
198099,5.46621621622
653839,6.39393939394
136970,5.42331288344
221971,5.45544554455
463757,6.47727272727
654770,6.47445255474
184378,4.63302752294
256752,5.49673202614
240537,4.45578231293
226998,6.33098591549
863630,4.44186046512
405920,6.46621621622
439626,5.46078431373
612727,4.61940298507
175690,5.40566037736
902932,5.59782608696
457731,4.52592592593
459904,5.54807692308
363546,6.44444444444
295544,4.52631578947
465567,6.40860215054
375889,5.37931034483
642954,5.52554744526
855934,4.6015625
132299,5.41463414634
200263,3.52173913043
466903,5.39423076923
124763,5.36
898795,5.53448275862
277832,3.60583941606
240536,5.37735849057
902532,4.54471544715
730714,5.50819672131
405768,5.39411764706
490187,6.53211009174
261440,5.5
179354,5.47798742138
279478,4.53191489362
210104,4.54748603352
801345,4.52525252525
268300,5.42574257426
270999,4.57324840764
268879,5.46153846154
240526,5.51265822785
133761,4.56544502618
313074,5.3982300885
949469,5.53773584906
476055,4.61983471074
180817,4.53205128205
270535,5.56910569106
840740,5.60909090909
342723,5.57142857143
295710,4.6484375
699679,6.40909090909
279512,5.39408866995
220843,4.59913793103
919135,5.4406779661
378480,4.51748251748
277965,5.36923076923
607614,5.47826086957
235913,5.55944055944
849629,5.57547169811
344258,5.4406779661
676143,5.35555555556
467130,5.53398058252
221543,5.50480769231
205138,5.38364779874
379859,4.56115107914
717518,4.42105263158
277169,4.60377358491
738651,4.54464285714
236175,5.46825396825
243166,4.54901960784
295369,4.51351351351
943310,4.52830188679
426778,5.34959349593
764328,6.50344827586
583913,5.5045045045
673737,5.54225352113
467390,5.38461538462
222029,5.38288288288
378682,4.53278688525
669791,5.64
751384,6.96774193548
645421,5.4765625
955901,6.49523809524
616659,5.5
439767,6.98901098901
621687,4.52755905512
413018,4.48245614035
364735,5.464
457772,4.52272727273
395146,5.39240506329
645917,6.47580645161
623366,4.40769230769
674369,6.48275862069
900114,4.57647058824
317624,4.59523809524
395054,4.71717171717
646042,5.57894736842
240415,5.41807909605
569330,5.39047619048
921999,6.46268656716
922485,5.34166666667
754982,5.45255474453
380190,4.50387596899
570277,4.54545454545
765659,5.47297297297
292598,4.5
934092,5.33333333333
670734,5.55421686747
453994,4.68103448276
669886,5.45454545455
587648,7.47872340426
467042,6.59756097561
848862,5.37719298246
673746,5.58695652174
178438,4.62209302326
899076,5.36893203883
466881,5.45132743363
699474,6.42105263158
939681,5.50806451613
150618,4.55958549223
205328,4.55194805195
836860,5.35294117647
879264,5.36904761905
390094,5.58928571429
277528,4.58695652174
662023,5.4375
680163,4.62886597938
502359,4.47849462366
646241,5.36363636364
855463,5.58181818182
454155,4.47580645161
309845,4.46902654867
236264,5.43150684932
566413,5.47727272727
764199,6.46527777778
885757,4.52083333333
723762,4.58474576271
609864,5.51960784314
129392,6.49056603774
773320,4.51304347826
279440,4.50632911392
150833,4.57671957672
751007,5.57142857143
200316,4.50724637681
381885,5.37837837838
466970,4.62385321101
633928,5.34117647059
796171,5.39285714286
334020,4.59322033898
699985,5.57777777778
206284,4.60714285714
936478,5.61290322581
490729,4.60204081633
465419,5.56
206525,5.51612903226
240197,4.38764044944
455688,5.51685393258
231925,5.47712418301
412723,5.47770700637
625553,6.56097560976
325082,5.37121212121
574737,6.45631067961
236703,5.46268656716
931947,5.40952380952
346537,4.54437869822
177966,4.58011049724
833825,5.58415841584
126843,4.63043478261
548485,5.51351351351
309646,4.5145631068
235203,5.52205882353
940435,6.43859649123
885673,5.32075471698
209651,4.66233766234
557126,4.51546391753
236537,4.64473684211
240552,4.57738095238
177638,4.60335195531
724072,5.41025641026
109224,4.51333333333
699605,4.61261261261
178802,5.44186046512
245538,4.59459459459
130744,5.54545454545
673629,4.58598726115
817776,6.47959183673
237096,4.66666666667
282752,4.58139534884
633249,4.47457627119
505377,4.41121495327
732899,5.47899159664
863508,4.55555555556
364616,5.5871559633
944076,4.49122807018
791421,5.65753424658
356378,6.54310344828
278396,6.52903225806
278280,6.47590361446
438637,4.61016949153
379454,5.60185185185
609952,4.37058823529
479888,5.45864661654
724083,6.39175257732
763802,4.48051948052
939299,5.45
474470,4.48
277670,4.5956284153
712319,4.61061946903
276852,5.58682634731
701524,3.54081632653
276844,5.41052631579
600345,5.54
432699,5.49112426036
367002,6.390625
319521,4.60839160839
208603,4.49315068493
803362,4.53773584906
828824,5.48192771084
933697,6.41891891892
272993,5.50694444444
698698,5.60869565217
796238,4.62295081967
955908,4.59842519685
235607,3.65217391304
898635,4.54838709677
939890,6.46902654867
750651,4.57522123894
885921,4.59782608696
181695,3.6125
587964,5.44859813084
204818,4.55970149254
300632,4.59116022099
469748,5.37755102041
391223,4.54744525547
339502,5.47904191617
337998,4.4358974359
886093,5.59090909091
279039,5.51807228916
369293,5.48520710059
274584,5.55172413793
240511,3.49350649351
478698,4.48507462687
361306,5.55084745763
175052,4.50549450549
238473,4.57213930348
305188,6.41121495327
940584,5.39047619048
486817,5.375
279582,6.50931677019
315756,6.42352941176
609335,5.44019138756
466677,5.48958333333
334560,5.56296296296
240348,5.55
754929,5.57553956835
221662,4.42922374429
905202,5.42857142857
278658,5.49714285714
898491,6.46610169492
716856,6.36363636364
754161,5.45794392523
131856,4.51879699248
730897,4.47457627119
335368,4.43181818182
245577,5.40714285714
365087,5.44642857143
590888,6.52577319588
222053,4.54621848739
527081,5.58163265306
885486,5.50877192982
447233,4.56547619048
